group,mouse_id,day,fmt_donor_recipient,fmt_donor_id,donor_number,sex,mouse_genotype.x,sample_type.x,treatment,treatment_no_cd,treatment_fmt_only,exp_id_number,experiment,sample_date.x,cdiff_cfu,pos_d1_cdiff,ever_pos_cdiff,lipocalin_2
1273.dn21,1273,-21,NA,NA,NA,F,il10,feces,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,NA,no,19585.5
1273.dn35,1273,-35,NA,NA,NA,F,il10,feces,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,NA,no,29.5
1274.cec,1274,0,NA,NA,NA,F,il10,cecal.contents,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1274.col,1274,0,NA,NA,NA,F,il10,colon.contents,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1274.col.tiss,1274,0,NA,NA,NA,F,il10,colon.tissue,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1274.d0,1274,0,NA,NA,NA,F,il10,feces,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,30492.8
1274.dn21,1274,-21,NA,NA,NA,F,il10,feces,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,NA,no,1086.9
1274.dn35,1274,-35,NA,NA,NA,F,il10,feces,HhWT + isotype control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,NA,no,6
1275.cec,1275,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1275.col,1275,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1275.col.tiss,1275,0,NA,NA,NA,M,il10,colon.tissue,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1267.dn21,1275,-21,NA,NA,NA,M,il10,feces,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,NA,no,11367.7
1275.dn35,1275,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,NA,no,NA
1275.d0,1275,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,106.8
1276.cec,1276,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1276.col,1276,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1276.col.tiss,1276,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1276.dn35,1276,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,NA,no,20.8
1276.d0,1276,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,4
1277.cec,1277,0,NA,NA,NA,M,il10,cecal.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1277.col,1277,0,NA,NA,NA,M,il10,colon.contents,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1277.col.tiss,1277,0,NA,NA,NA,M,il10,colon.tissue,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,NA
1268.dn21,1277,-21,NA,NA,NA,M,il10,feces,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211204,NA,NA,no,6275.4
1277.dn35,1277,-35,NA,NA,NA,M,il10,feces,HhWT + anti-p40  mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20212903,NA,NA,no,24.4
1277.d0,1277,0,NA,NA,NA,M,il10,feces,HhWT + anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210305,NA,NA,no,87.6
1278.cec,1278,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,300000,yes,yes,NA
1278.col,1278,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1278.d7,1278,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,800000,yes,yes,NA
1278.d5,1278,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,3000000,yes,yes,NA
1278.d3,1278,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,330000,yes,yes,NA
1278.d2,1278,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,620000,yes,yes,NA
1278.d1,1278,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,2260000,yes,yes,NA
1278.d0,1278,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,15672.53975
1278.dn21,1278,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,1391.2
1279.cec,1279,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,3300000,yes,yes,NA
1279.col,1279,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1279.d7,1279,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,27300000,yes,yes,NA
1279.d5,1279,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,18000000,yes,yes,NA
1279.d3,1279,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,61000,yes,yes,NA
1279.d2,1279,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,101000,yes,yes,NA
1279.d1,1279,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,11100,yes,yes,NA
1279.d0,1279,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,3412.408759
1279.dn21,1279,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,1572.2
1279.dn35,1279,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,NA
1280.cec,1280,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,34000,yes,yes,NA
1280.col,1280,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1280.d7,1280,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,33000,yes,yes,NA
1280.d5,1280,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,45000,yes,yes,NA
1280.d3,1280,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,70000,yes,yes,NA
1280.d2,1280,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,18000,yes,yes,NA
1280.d1,1280,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,33000,yes,yes,NA
1280.d0,1280,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,NA
1280.dn21,1280,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,994.5
1280.dn35,1280,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,14.5
1281.cec,1281,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,1720000,yes,yes,NA
1281.col,1281,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1281.d7,1281,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,250000,yes,yes,NA
1281.d5,1281,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,155000,yes,yes,NA
1281.d3,1281,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,40000,yes,yes,NA
1281.d1,1281,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,73000,yes,yes,NA
1281.d0,1281,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,16019.46247
1281.dn35,1281,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,NA
1282.cec,1282,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,210000,yes,yes,NA
1282.col,1282,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1282.d7,1282,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,31000,yes,yes,NA
1282.d5,1282,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,28000,yes,yes,NA
1282.d3,1282,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,16000,yes,yes,NA
1282.d2,1282,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,1000,yes,yes,NA
1282.d1,1282,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,1210,yes,yes,NA
1282.dn21,1282,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,3557.4
1282.dn35,1282,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,4.7
1283.cec,1283,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,200000,yes,yes,NA
1283.col,1283,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,yes,NA,NA
1283.d7,1283,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,40000,yes,yes,NA
1283.d5,1283,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,170000,yes,yes,NA
1283.d3,1283,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,70000,yes,yes,NA
1283.d2,1283,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,33000,yes,yes,NA
1283.d1,1283,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,279000,yes,yes,NA
1283.d0,1283,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,5261.8
1283.dn21,1283,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,1220.6
1283.dn35,1283,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,2.9
1284.cec,1284,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1284.col,1284,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,NA,NA
1284.d5,1284,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1284.d3,1284,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1284.d2,1284,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1285.d1,1284,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1284.d0,1284,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,50.7
1284.dn21,1284,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,2285.8
1284.dn35,1284,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,0
1285.cec,1285,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1285.col,1285,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,NA,NA
1285.d7,1285,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1285.d5,1285,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1285.d3,1285,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1285.d2,1285,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1286.d1,1285,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1285.d0,1285,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,429.1
1285.dn21,1285,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,2583.6
1285.dn35,1285,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,9.8
1286.cec,1286,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1286.d7,1286,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1286.d3,1286,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1286.d2,1286,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1287.d1,1286,1,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1286.d0,1286,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,939.3125671
1286.dn21,1286,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,no,no,1661.8
1286.dn35,1286,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,no,no,0
1287.cec,1287,9,NA,NA,NA,F,il10,cecal.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,NA,no,NA
1287.col,1287,9,NA,NA,NA,F,il10,colon.contents,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,NA,NA,NA
1287.d7,1287,7,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,NA,no,NA
1287.d5,1287,5,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,NA,no,NA
1287.d3,1287,3,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,NA,no,NA
1287.d2,1287,2,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,NA,no,NA
1287.d0,1287,0,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,NA,no,31.04327938
1287.dn21,1287,-21,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,NA,no,4142.6
1287.dn35,1287,-35,NA,NA,NA,F,il10,feces,HhWT + VPI spores +  anti-p40 mAb,Hh+p40,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,NA,no,13.7
1288.cec,1288,9,NA,NA,NA,M,il10,cecal.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,303000,yes,yes,NA
1288.col,1288,9,NA,NA,NA,M,il10,colon.contents,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,NA,NA,NA
1288.d7,1288,7,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,169000,yes,yes,NA
1288.d5,1288,5,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,79000,yes,yes,NA
1288.d3,1288,3,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,3000,yes,yes,NA
1288.d2,1288,2,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,23000,yes,yes,NA
1288.d1,1288,1,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,23000,yes,yes,NA
1288.d0,1288,0,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,yes,yes,9012.7
1288.dn21,1288,-21,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211904,NA,yes,yes,6156.2
1288.dn35,1288,-35,NA,NA,NA,M,il10,feces,HhWT + VPI spores + control mAb,Hh+control,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20210504,NA,yes,yes,9.5
1290.cec,1290,9,NA,NA,NA,F,il10,cecal.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,0,no,no,NA
1290.col,1290,9,NA,NA,NA,F,il10,colon.contents,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211905,NA,no,no,NA
1290.d7,1290,7,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211705,0,no,no,NA
1290.d5,1290,5,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211505,0,no,no,NA
1290.d3,1290,3,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211305,0,no,no,NA
1290.d2,1290,2,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1290.d1,1290,1,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211205,0,no,no,NA
1290.d0,1290,0,NA,NA,NA,F,il10,feces,No_treatment_controls (sterile broth + water + mAb vehicle),No treatment,NA,p40_2,IL10_mice_HhWT_antip40_Exp_2_032921,20211005,NA,no,no,NA
